target_id,pos_error_m,rot_error_rad,converged_loose,converged_medium,converged_strict
297,9.852715389343786e-08,7.300048299977716e-08,1,1,1
298,6.531118872034101e-08,1.9082797281243975e-07,1,1,1
299,5.4902359445268005e-08,9.884312124119404e-08,1,1,1
300,3.292077360486863e-08,1.490116119384767e-07,1,1,1
301,4.7290200965205187e-08,8.429369702178808e-08,1,1,1
302,9.942928090137388e-08,7.884953353001449e-08,1,1,1
303,5.7592470135097574e-08,2.384185791015631e-07,1,1,1
304,3.9509743601555826e-08,1.429269171748377e-07,1,1,1
305,2.405184985865352e-08,1.1348386266624797e-07,1,1,1
306,5.782603305848504e-08,1.7377590819732272e-07,1,1,1
307,4.393140094626361e-08,1.1542389828584848e-07,1,1,1
308,1.658781760638277e-07,3.146933329394901e-07,1,1,1
309,1.8830949417973344e-07,2.3934808975769653e-07,1,1,1
310,5.646389781079929e-08,1.1348386266624797e-07,1,1,1
311,3.943779525985233e-08,9.884312124119404e-08,1,1,1
312,9.796226433240531e-08,1.1733186057227575e-07,1,1,1
313,4.1950010990919425e-08,1.0950072449966577e-07,1,1,1
314,6.664065522994274e-08,4.2146848510894035e-08,1,1,1
315,3.154449358379712e-07,1.659323085197815e-07,1,1,1
316,8.880456935159784e-08,6.989264130329237e-08,1,1,1
317,5.4502164674673713e-08,9.424321830774487e-08,1,1,1
318,1.1795493863632901e-07,7.300048299977716e-08,1,1,1
319,5.0056122333952124e-08,1.576990670600291e-07,1,1,1
320,7.7871112189355e-08,2.1798519549262258e-07,1,1,1
321,7.447645569871312e-08,1.1733186057227575e-07,1,1,1
322,2.4828185802006368e-08,1.264405455326822e-07,1,1,1
323,7.06990451779456e-08,9.424321830774487e-08,1,1,1
324,1.5770075726819065e-07,1.3978528260658483e-07,1,1,1
325,8.967887910267957e-08,3.2510495527493244e-07,1,1,1
326,1.295607943661092e-07,1.8371385344770506e-07,1,1,1
327,4.758565867950809e-08,1.0323827311807144e-07,1,1,1
328,1.2792686927337605e-07,8.161702118890975e-08,1,1,1
329,7.96548508079836e-08,1.6858739404357632e-07,1,1,1
330,8.210824313376845e-08,1.9768624248238833e-07,1,1,1
331,1.2500967749042427e-07,2.2101993820356363e-07,1,1,1
332,1.9565276077728115e-07,2.7637536810325784e-07,1,1,1
333,1.7717280056324044e-07,2.9802322387695312e-08,1,1,1
334,7.84918330767272e-08,9.185692672385244e-08,1,1,1
335,9.560512931448607e-08,8.688795409866128e-08,1,1,1
336,9.614402237372226e-08,8.429369702178808e-08,1,1,1
337,1.470108230146146e-07,2.053983323587514e-07,1,1,1
338,1.9857624386610074e-07,4.230460395389347e-07,1,1,1
339,6.937592913759697e-08,1.9428737179048833e-07,1,1,1
340,6.866905689697927e-08,1.1542389828584848e-07,1,1,1
341,2.3557745338961992e-08,1.2287812309317777e-07,1,1,1
342,3.119150113780631e-08,9.424321830774487e-08,1,1,1
343,1.6543378668973818e-07,2.421152116249794e-07,1,1,1
344,6.803330901668656e-08,2.0322474385776937e-07,1,1,1
345,7.348073913884677e-08,8.940696716308596e-08,1,1,1
346,1.1036185908478283e-07,1.332800374925012e-07,1,1,1
347,3.047790680072406e-08,2.9802322387695312e-08,1,1,1
348,7.570231109891652e-08,8.429369702178808e-08,1,1,1
349,8.534891539802589e-08,1.3657139822709094e-07,1,1,1
350,1.2321918746170535e-07,1.576990670600291e-07,1,1,1
351,1.3152077323524522e-07,2.6236201616613655e-07,1,1,1
352,1.120821198646393e-07,2.0102765505361653e-07,1,1,1
353,9.094392109521945e-08,1.332800374925012e-07,1,1,1
354,2.2090308146506948e-08,1.1542389828584848e-07,1,1,1
355,1.485535537010653e-07,2.021291846968317e-07,1,1,1
356,1.4489377649910867e-07,2.2401357260902137e-07,1,1,1
357,1.35380899283498e-07,1.8730469182098736e-07,1,1,1
358,1.7326514508381865e-07,3.430504927999197e-07,1,1,1
359,2.6527437034798037e-07,2.1900144899933185e-07,1,1,1
360,1.7459685181908245e-07,6.989264130329237e-08,1,1,1
361,1.2198721492527944e-07,2.4119636500237414e-07,1,1,1
362,1.0111301522026796e-07,1.4751396978812924e-07,1,1,1
363,3.9913644894479274e-08,2.4027400458748843e-07,1,1,1
364,6.500073112756634e-08,8.429369702178808e-08,1,1,1
365,1.3884725153595794e-07,6.664001874625058e-08,1,1,1
366,1.7427473157385992e-07,3.230494765740468e-07,1,1,1
367,8.471721207468614e-08,3.351933324099197e-07,1,1,1
368,1.9370758421395544e-07,1.2287812309317777e-07,1,1,1
369,1.5757994395340725e-07,2.9124051758188207e-07,1,1,1
370,1.6610959187156696e-07,2.0322474385776937e-07,1,1,1
371,2.628378280805726e-07,2.842960361888852e-07,1,1,1
372,1.3270264092051566e-07,4.129530924722885e-07,1,1,1
373,2.4332961617280873e-07,4.674311620401819e-07,1,1,1
374,2.8414802330464995e-07,2.9427435484724594e-07,1,1,1
375,1.2161021363462133e-08,8.429369702178808e-08,1,1,1
376,1.4029471071150832e-07,1.2467205919833125e-07,1,1,1
377,1.5471196581009114e-07,1.5196262340524166e-07,1,1,1
378,9.199225675262174e-08,1.4136482746161737e-07,1,1,1
379,3.4972487399996384e-08,1.0950072449966577e-07,1,1,1
380,6.718174560123127e-08,6.664001874625058e-08,1,1,1
381,2.1227074093097103e-08,1.0106459234841571e-07,1,1,1
382,1.6199397850988267e-07,1.5196262340524166e-07,1,1,1
383,2.0068771126466697e-07,3.182017282256888e-07,1,1,1
384,6.187476849358851e-08,1.332800374925012e-07,1,1,1
385,1.5506975589577167e-08,6.322027276634106e-08,1,1,1
386,1.46949050422688e-07,2.827296549232355e-07,1,1,1
387,2.2046659708060475e-07,7.884953353001449e-08,1,1,1
388,8.465032930298706e-08,1.99920056238752e-07,1,1,1
389,2.8820107702506745e-07,2.475566823160081e-07,1,1,1
390,3.4986214203927715e-07,2.690474701712704e-07,1,1,1
391,2.900811470248318e-07,3.919883500923511e-07,1,1,1
392,1.4343883183697484e-07,1.7120130796843874e-07,1,1,1
393,7.94404806761459e-08,7.598131170262078e-08,1,1,1
394,3.5642145621312046e-08,7.884953353001449e-08,1,1,1
395,2.3649886236723765e-08,4.277437953474353e-07,1,1,1
396,3.3658662058788006e-08,9.424321830774487e-08,1,1,1
397,4.7424165339872e-08,1.2467205919833125e-07,1,1,1
398,1.1339099752001433e-07,1.5628469708117136e-07,1,1,1
399,4.7891209018846555e-08,1.0323827311807144e-07,1,1,1
400,2.106281137732772e-08,1.2287812309317777e-07,1,1,1
401,2.3703272062796523e-08,9.424321830774487e-08,1,1,1
402,3.248428928679572e-08,5.960464477539064e-08,1,1,1
403,8.231201242311271e-08,1.5485740967710726e-07,1,1,1
404,7.660062769415272e-08,2.546311540996299e-07,1,1,1
405,4.141930522681747e-08,8.688795409866128e-08,1,1,1
406,7.711702526236683e-08,7.884953353001449e-08,1,1,1
407,8.47845885724145e-08,6.322027276634106e-08,1,1,1
408,1.297346480036952e-07,2.6739177770802997e-07,1,1,1
409,4.6592571964358695e-08,6.664001874625058e-08,1,1,1
410,8.108854729634176e-08,1.3160349229466696e-07,1,1,1
411,1.2900106376305976e-07,1.9314112360500902e-07,1,1,1
412,6.945720456115779e-08,1.2105760581248948e-07,1,1,1
413,8.819477950272294e-08,2.0754915888881898e-07,1,1,1
414,3.338867465962296e-08,1.3978528260658483e-07,1,1,1
415,4.169900721820707e-08,9.884312124119404e-08,1,1,1
416,9.602483370415857e-08,1.9082797281243975e-07,1,1,1
417,9.23981452036962e-08,7.598131170262078e-08,1,1,1
418,1.1027333154294647e-07,2.9950963321688554e-07,1,1,1
419,1.1339975451594851e-07,2.0102765505361653e-07,1,1,1
420,4.614734072939608e-08,1.0323827311807144e-07,1,1,1
421,1.2637460839499624e-07,2.2202230134235873e-07,1,1,1
422,9.881057538073823e-09,1.490116119384767e-07,1,1,1
423,1.0847807160292535e-07,2.3560804576936265e-07,1,1,1
424,7.077996473314973e-08,3.1680303253932877e-07,1,1,1
425,8.013494845533986e-08,9.884312124119404e-08,1,1,1
426,5.9425371945730206e-08,5.16191365590357e-08,1,1,1
427,4.4317470485463576e-08,1.332800374925012e-07,1,1,1
428,1.2312346770028243e-07,1.8848643661548996e-07,1,1,1
429,3.763921086048678e-08,6.322027276634106e-08,1,1,1
430,1.1201378811149124e-07,1.576990670600291e-07,1,1,1
431,6.032110205036942e-08,7.598131170262078e-08,1,1,1
432,1.0507216000097879e-07,9.884312124119404e-08,1,1,1
433,8.564703077400315e-08,2.1696418193818725e-07,1,1,1
434,2.7122764098749895e-07,3.8628224721001985e-07,1,1,1
435,8.16995318131499e-08,1.3160349229466696e-07,1,1,1
436,5.5859487541872246e-08,2.9802322387695312e-08,1,1,1
437,6.274778210538623e-08,1.490116119384767e-07,1,1,1
438,9.168224079941426e-08,1.9768624248238833e-07,1,1,1
439,1.6877344601698346e-07,1.6323404237781964e-07,1,1,1
440,3.903341656020064e-08,9.185692672385244e-08,1,1,1
441,6.597732240341158e-08,1.0106459234841571e-07,1,1,1
442,2.8879842825057326e-08,5.16191365590357e-08,1,1,1
443,7.730484869192338e-08,1.0745380149674388e-07,1,1,1
